Cell HMS LINCS ID	Cell Name	Clinical Subtype	Transcriptional Subtype	Small Molecule HMS LINCS ID	Small Molecule HMS LINCS ID	Antibody HMS LINCS ID	Antibody Name	Perturbagen Target	Perturbagen Class	Biological Replicate ID	Conc Unit	GR50	GEC50	GRmax	GRinf	GR Hill Coefficient	GR_AOC	GR r2	Nominal Division Rate
50327-1	MDA-MB-134-VI	HR+	Luminal	10264-101-1	Methotrexate			DHFR	Metabolism	7494.084	uM	Inf	Inf	0.86653	0.86653	0	0.11496	-5.585e-10	1.0275
50327-1	MDA-MB-134-VI	HR+	Luminal	10512-999-1	Methylglyoxal					13512.184	uM	608.1373	1000	-0.84197	-0.3274	1.0127	0.34613	0.79845	1.9355
50327-1	MDA-MB-134-VI	HR+	Luminal	10266-101-1	NSC 663284			CDC25	CDC	10519.14	uM	6.4618	9.4102	-0.98576	-1	2.9227	0.48084	0.98928	1.0269
50327-1	MDA-MB-134-VI	HR+	Luminal	10266-101-1	NSC 663284			CDC25	CDC	10998.152	uM	6.5153	9.2638	-0.99228	-1	3.1214	0.50357	0.98568	0.8517
50327-1	MDA-MB-134-VI	HR+	Luminal	10266-101-1	NSC 663284			CDC25	CDC	12206.159	uM	5.2764	8.4392	-0.97547	-1	2.3392	0.56043	0.97539	1.0742
50327-1	MDA-MB-134-VI	HR+	Luminal	10267-101-1	NU6102			CDK1/2	CDK	10998.147	uM	22.6921	15.3264	0.43001	0.42964	4.997	0.11062	0.75408	0.8573
50327-1	MDA-MB-134-VI	HR+	Luminal	10267-101-1	NU6102			CDK1/2	CDK	12206.147	uM	23.4139	28.4885	-0.56502	-0.61325	4.0803	0.10212	0.99098	0.9103
50327-1	MDA-MB-134-VI	HR+	Luminal	10513-999-1	Nelfinavir					12662.174	uM	8.5493	13.2602	-0.8199	-1	2.503	0.17887	0.99532	1.613
50327-1	MDA-MB-134-VI	HR+	Luminal	10099-101-2	Nilotinib			ABL	nRTK	10998.145	uM	Inf	Inf	0.88051	0.88051	0	0.17607	-1.0647e-07	0.9403
50327-1	MDA-MB-134-VI	HR+	Luminal	10099-101-2	Nilotinib			ABL	nRTK	12206.145	uM	Inf	Inf	1.0468	1.0468	0	-0.017975	-0.28004	0.8709
50327-1	MDA-MB-134-VI	HR+	Luminal	10268-101-1	Nutlin 3a			MDM2	MDM2	10419.066	uM	Inf	Inf	0.68101	-0.35939	0.43146	0.076045	0.63121	0.6963
50327-1	MDA-MB-134-VI	HR+	Luminal	10268-101-1	Nutlin 3a			MDM2	MDM2	7494.066	uM	37.1609	101.8031	0.22482	-0.99993	1.0901	0.13405	0.87573	0.9416
50327-1	MDA-MB-134-VI	HR+	Luminal	10344-101-1	Olomoucine II			CDK1	CDK	10998.147	uM	6.3536	6.7259	-0.19181	-0.16468	4.9999	0.26845	0.98185	0.8573
50327-1	MDA-MB-134-VI	HR+	Luminal	10344-101-1	Olomoucine II			CDK1	CDK	12206.147	uM	5.7681	6.4074	-0.365	-0.34568	4.9998	0.27825	0.99472	0.9103
50327-1	MDA-MB-134-VI	HR+	Luminal	10269-101-1	Oxaliplatin			DNA cross-linker	DNA cross-linker	10077.119	uM	432.4367	538.2871	-0.36704	-0.99426	5	0.10285	0.95273	0.5371
50327-1	MDA-MB-134-VI	HR+	Luminal	10269-101-1	Oxaliplatin			DNA cross-linker	DNA cross-linker	10265.021	uM	321.2974	424.1316	-0.59123	-0.94432	3.8202	0.25394	0.72996	0.3095
50327-1	MDA-MB-134-VI	HR+	Luminal	10270-101-1	Oxamflatin			HDAC	HDAC	10998.147	uM	0.63034	2.1998	-0.99141	-1	0.87898	0.57733	0.99148	0.8573
50327-1	MDA-MB-134-VI	HR+	Luminal	10270-101-1	Oxamflatin			HDAC	HDAC	12206.147	uM	0.70547	2.0225	-0.98461	-1	1.0431	0.53183	0.99786	0.9103
50327-1	MDA-MB-134-VI	HR+	Luminal	10271-101-2	PD 98059			MEK	MAPK	10519.136	uM	120.6084	Inf	0.56415	-0.92643	0.97456	0.046467	0.9528	1.1406
50327-1	MDA-MB-134-VI	HR+	Luminal	10271-101-2	PD 98059			MEK	MAPK	10998.152	uM	Inf	Inf	0.73757	0.73757	0	0.078204	-0.042053	0.8517
50327-1	MDA-MB-134-VI	HR+	Luminal	10271-101-2	PD 98059			MEK	MAPK	12206.159	uM	Inf	Inf	0.52162	0.52162	0	0.15506	0.077392	1.0742
50327-1	MDA-MB-134-VI	HR+	Luminal	10026-101-3	PD173074			FGFR1/3	RTK	10419.093	uM	17.5709	37.1218	0.078667	-0.99999	1.4688	0.066616	0.983	0.5719
50327-1	MDA-MB-134-VI	HR+	Luminal	10026-101-3	PD173074			FGFR1/3	RTK	10519.1	uM	21.6375	27.3921	-0.89612	-0.9317	4.4609	0.14033	0.99614	1.0071
50327-1	MDA-MB-134-VI	HR+	Luminal	10048-101-7	PD184352			MEK	MAPK	10998.155	uM	Inf	Inf	0.61587	0.61587	0	0.14496	0.071893	0.9302
50327-1	MDA-MB-134-VI	HR+	Luminal	10048-101-7	PD184352			MEK	MAPK	10998.155	uM	Inf	Inf	0.61587	0.61587	0	0.14496	0.071893	0.9302
50327-1	MDA-MB-134-VI	HR+	Luminal	10048-101-7	PD184352			MEK	MAPK	12206.155	uM	36.1151	34.9063	0.59275	0.078085	4.9877	0.034793	0.87882	0.9802
50327-1	MDA-MB-134-VI	HR+	Luminal	10048-101-7	PD184352			MEK	MAPK	12206.155	uM	36.1151	34.9063	0.59275	0.078085	4.9877	0.034793	0.87882	0.9802
50327-1	MDA-MB-134-VI	HR+	Luminal	10345-111-3	Torkinib					15355.211	uM	0.00025694	0.0053117	-0.81984	-0.82815	0.32254	1.2019	0.98686	1.0584
50327-1	MDA-MB-134-VI	HR+	Luminal	10514-102-1	PS-1145			IKK	NFKB	10419.065	uM	Inf	Inf	1.0047	1.0047	0	0.035598	0.046524	0.7359
50327-1	MDA-MB-134-VI	HR+	Luminal	10514-102-1	PS-1145			IKK	NFKB	7494.065	uM	Inf	Inf	0.85237	0.85237	0	0.10105	0.070982	0.6688
50327-1	MDA-MB-134-VI	HR+	Luminal	10272-999-1	Pemetrexed			TYMS/DHFR/GARFT	TYMS	10419.095	uM	Inf	0.0095543	0.67027	0.65555	0.16699	0.25017	0.58337	0.7505
50327-1	MDA-MB-134-VI	HR+	Luminal	10272-999-1	Pemetrexed			TYMS/DHFR/GARFT	TYMS	7494.094	uM	Inf	Inf	0.8207	0.8207	0	0.15774	0.10844	0.9794
50327-1	MDA-MB-134-VI	HR+	Luminal	10273-101-1	Purvalanol A			CDK1	CDK	7494.067	uM	115.6902	269.9408	0.30024	-1	1.2966	0.13853	0.75319	0.8649
50327-1	MDA-MB-134-VI	HR+	Luminal	10052-101-3	Sirolimus			MTOR	MTOR	7494.068	uM	0.0058805	0.004093	0.11715	0.158	1.0481	0.68449	0.96168	0.9185
50327-1	MDA-MB-134-VI	HR+	Luminal	10516-999-1	Ribavirin					15355.211	uM	Inf	Inf	0.951	0.951	0	0.11739	0.0034605	1.0584
50327-1	MDA-MB-134-VI	HR+	Luminal	10517-102-1	Ro 32-0432			PKC	PKC	10519.142	uM	Inf	Inf	0.95448	0.95448	0	0.10141	0.093346	0.8963
50327-1	MDA-MB-134-VI	HR+	Luminal	10274-101-1	SB-3CT			MMP2/9	MMP	10998.144	uM	Inf	Inf	0.87771	0.87771	0	0.020963	0.47184	0.8153
50327-1	MDA-MB-134-VI	HR+	Luminal	10274-101-1	SB-3CT			MMP2/9	MMP	12206.144	uM	Inf	Inf	0.7635	0.7635	0	0.11487	0.37124	0.9811
50327-1	MDA-MB-134-VI	HR+	Luminal	10056-101-2	Selumetinib			MEK	MAPK	10998.155	uM	0.62246	0.46039	0.18372	0.074252	0.53302	0.36106	0.96327	0.9302
50327-1	MDA-MB-134-VI	HR+	Luminal	10056-101-2	Selumetinib			MEK	MAPK	12206.155	uM	0.52536	0.31556	0.20941	0.20253	1.0188	0.31757	0.9896	0.9802
50327-1	MDA-MB-134-VI	HR+	Luminal	10035-109-2	Sigma A6730			AKT	AKT	10519.141	uM	10.0142	17.0178	-0.98315	-1	2.0719	0.27925	0.97315	1.0417
50327-1	MDA-MB-134-VI	HR+	Luminal	10035-109-2	Sigma A6730			AKT	AKT	10998.153	uM	7.2897	15.7396	-0.98471	-1	1.4273	0.33485	0.92484	0.7434
50327-1	MDA-MB-134-VI	HR+	Luminal	10035-109-2	Sigma A6730			AKT	AKT	12206.158	uM	11.5092	17.977	-0.95309	-1	2.4636	0.28726	0.97352	1.1431
50327-1	MDA-MB-134-VI	HR+	Luminal	10008-104-3	Sorafenib			PDGFR/VEGFR/KIT/FLT3	RTK	7494.084	uM	19.4374	13.2743	-0.21742	0.25912	1.915	0.3274	0.59107	1.0275
50327-1	MDA-MB-134-VI	HR+	Luminal	10518-101-1	Sulindac sulfide			COX1/2	COX	10519.136	uM	Inf	Inf	0.92652	0.92652	0	0.020008	-2.1586e-07	1.1406
50327-1	MDA-MB-134-VI	HR+	Luminal	10175-106-3	Sunitinib			PDGFR/VEGFR/KIT/FLT3	RTK	7494.067	uM	8.5372	11.3843	-0.99559	-0.99679	3.8098	0.47236	0.98713	0.8649
50327-1	MDA-MB-134-VI	HR+	Luminal	10276-101-1	TCS 2312			CHK1	CHK	10519.14	uM	1.7564	1.8544	-0.25487	-0.15596	5	0.24556	0.98796	1.0269
50327-1	MDA-MB-134-VI	HR+	Luminal	10276-101-1	TCS 2312			CHK1	CHK	10998.152	uM	1.5789	2.1973	-0.35288	-0.35855	1.6359	0.29938	0.98581	0.8517
50327-1	MDA-MB-134-VI	HR+	Luminal	10276-101-1	TCS 2312			CHK1	CHK	12206.159	uM	1.5495	1.8827	-0.31067	-0.32689	2.5829	0.36632	0.95933	1.0742
50327-1	MDA-MB-134-VI	HR+	Luminal	10520-101-1	TCS PIM-1 1			Pim kinase	PIM	10519.135	uM	Inf	37.2442	0.52891	0.52806	4.9611	0.035173	0.9439	0.8926
50327-1	MDA-MB-134-VI	HR+	Luminal	10520-101-1	TCS PIM-1 1			Pim kinase	PIM	10998.135	uM	Inf	Inf	0.41932	0.41932	0	0.15936	0.33006	0.5194
50327-1	MDA-MB-134-VI	HR+	Luminal	10520-101-1	TCS PIM-1 1			Pim kinase	PIM	12206.135	uM	Inf	27.5569	0.59196	0.5918	4.9999	0.044428	0.97794	0.9865
50327-1	MDA-MB-134-VI	HR+	Luminal	10136-101-2	TPCA-1			IKK	NFKB	10419.093	uM	3.3624	2.6979	0.22453	0.33374	5	0.18658	0.93309	0.5719
50327-1	MDA-MB-134-VI	HR+	Luminal	10136-101-2	TPCA-1			IKK	NFKB	10519.1	uM	28.8877	64.8131	0.18131	-0.32898	0.62566	0.17489	0.91154	1.0071
50327-1	MDA-MB-134-VI	HR+	Luminal	10102-101-3	Taxol			TUBB	TUBB	10077.002	uM	0.044648	0.055051	-0.12037	-0.049092	0.44718	0.51764	0.85331	0.4343
50327-1	MDA-MB-134-VI	HR+	Luminal	10102-101-3	Taxol			TUBB	TUBB	10265.002	uM	0.0064558	0.0093407	-0.30457	-0.2811	1.2076	0.83287	0.90934	0.3365
50327-1	MDA-MB-134-VI	HR+	Luminal	10102-101-3	Taxol			TUBB	TUBB	7876.002	uM	0.0092044	0.010667	-0.29578	-0.27229	2.948	0.79804	0.99538	1.1036
50327-1	MDA-MB-134-VI	HR+	Luminal	10277-101-1	Temsirolimus			MTOR	MTOR	10998.144	uM	0.12878	3.2074	-0.98043	-1	0.3417	0.65784	0.87006	0.8153
50327-1	MDA-MB-134-VI	HR+	Luminal	10277-101-1	Temsirolimus			MTOR	MTOR	12206.144	uM	0.038265	8.7228	-0.43136	-1	0.20235	0.67775	0.91216	0.9811
50327-1	MDA-MB-134-VI	HR+	Luminal	10278-999-1	Topotecan			TOP1	TOP	10077.121	uM	0.12958	0.67348	-0.87385	-0.95103	0.64644	0.80078	0.96918	0.4875
50327-1	MDA-MB-134-VI	HR+	Luminal	10278-999-1	Topotecan			TOP1	TOP	7876.007	uM	0.10293	0.75762	-0.45331	-0.6513	0.41783	0.65713	0.97474	1.0246
50327-1	MDA-MB-134-VI	HR+	Luminal	10278-999-1	Topotecan			TOP1	TOP	7877.007	uM	0.0086476	0.07627	-0.84577	-0.90291	0.47391	1.058	0.9853	0.5977
50327-1	MDA-MB-134-VI	HR+	Luminal	10021-101-5	Tozasertib			AURK/FLT3/ABL/JAK2	AURK	10519.138	uM	1.9262	22.5175	-0.3058	-1	0.44681	0.3797	0.98953	1.0592
50327-1	MDA-MB-134-VI	HR+	Luminal	10021-101-5	Tozasertib			AURK/FLT3/ABL/JAK2	AURK	10998.15	uM	0.75476	6.0574	-0.015692	-0.52345	0.34395	0.34515	0.96431	0.8386
50327-1	MDA-MB-134-VI	HR+	Luminal	10021-101-5	Tozasertib			AURK/FLT3/ABL/JAK2	AURK	12206.16	uM	0.59013	9.0452	-0.34494	-1	0.40247	0.37118	0.94592	0.9874
50327-1	MDA-MB-134-VI	HR+	Luminal	10142-999-2	Trametinib			MEK	MAPK	7876.036	uM	0.024791	0.031805	-0.13679	-0.10231	0.74722	0.52237	0.9899	0.8885
50327-1	MDA-MB-134-VI	HR+	Luminal	10142-999-2	Trametinib			MEK	MAPK	7877.05	uM	0.0083754	0.017404	-0.53164	-0.53911	1.0002	0.81973	0.97994	0.5502
50327-1	MDA-MB-134-VI	HR+	Luminal			80076-1	Trastuzumab	HER2	ErbB	10077.026	uM	7.035	7.9371	0.46221	-0.40836	4.948	-0.013268	0.93478	0.3999
50327-1	MDA-MB-134-VI	HR+	Luminal	10279-101-1	Trichostatin A			HDAC	HDAC	10419.065	uM	8.5982	11.8921	-0.95674	-0.74239	2.8064	0.81828	0.97736	0.7359
50327-1	MDA-MB-134-VI	HR+	Luminal	10279-101-1	Trichostatin A			HDAC	HDAC	7494.065	uM	3.1873	8.2832	-0.9774	-0.91612	1.0901	0.96863	0.98318	0.6688
50327-1	MDA-MB-134-VI	HR+	Luminal	10280-101-1	Triciribine			AKT	AKT	7494.074	uM	0.43155	0.25258	0.20658	0.11645	0.49497	0.3473	0.99073	0.6767
50327-1	MDA-MB-134-VI	HR+	Luminal	10346-110-1	Valproic acid			HDAC	HDAC	10998.143	uM	478.3169	1000	-0.99783	-0.91049	1.4062	0.44833	0.97537	0.5976
50327-1	MDA-MB-134-VI	HR+	Luminal	10346-110-1	Valproic acid			HDAC	HDAC	12206.143	uM	507.3675	1000	-0.9356	-0.69845	1.2884	0.33103	0.94036	1.0676
50327-1	MDA-MB-134-VI	HR+	Luminal	10281-101-1	Vinorelbine			TUBB	TUBB	7876.042	uM	0.033318	0.039395	-0.90296	-0.32707	3.0038	0.7241	0.86214	1.0958
50327-1	MDA-MB-134-VI	HR+	Luminal	10281-101-1	Vinorelbine			TUBB	TUBB	7877.042	uM	0.0042277	0.0052097	-0.99876	-0.78945	4.536	1.2744	0.96398	0.3414
50327-1	MDA-MB-134-VI	HR+	Luminal	10282-101-1	Vorinostat			HDAC	HDAC	10419.065	uM	35.5754	66.0164	-0.74371	-0.64498	1.3401	0.72424	0.98567	0.7359
50327-1	MDA-MB-134-VI	HR+	Luminal	10282-101-1	Vorinostat			HDAC	HDAC	7494.065	uM	33.9661	84.0991	-0.89988	-0.8103	1.0626	0.78252	0.98746	0.6688
50327-1	MDA-MB-134-VI	HR+	Luminal	10283-101-1	XRP44X			ELK3	MAPK	10519.139	uM	1.2679	1.3717	-0.086067	-0.086471	2.0272	0.41598	0.98889	1.0177
50327-1	MDA-MB-134-VI	HR+	Luminal	10283-101-1	XRP44X			ELK3	MAPK	10998.151	uM	0.59196	0.6327	0.049876	-0.09483	2.6094	0.45742	0.9332	0.6986
50327-1	MDA-MB-134-VI	HR+	Luminal	10283-101-1	XRP44X			ELK3	MAPK	12206.157	uM	0.76755	1.0493	-0.33189	-0.3141	1.559	0.5114	0.98894	0.9766
50327-1	MDA-MB-134-VI	HR+	Luminal	10348-999-1	Z-Leu-Leu-Norvalinal			Proteasome	Proteasome	14264.189	uM	0.67693	0.82867	-0.91269	-0.8745	5	0.6538	0.99414	1.2647
50327-1	MDA-MB-134-VI	HR+	Luminal	10096-101-2	ZM-447439			AURK	AURK	10519.138	uM	Inf	Inf	0.67137	0.67137	0	0.14331	0.45186	1.0592
50327-1	MDA-MB-134-VI	HR+	Luminal	10096-101-2	ZM-447439			AURK	AURK	10998.15	uM	Inf	0.426	0.52903	0.57696	2.1068	0.16524	0.89895	0.8386
50327-1	MDA-MB-134-VI	HR+	Luminal	10096-101-2	ZM-447439			AURK	AURK	12206.16	uM	1.4979	0.65874	0.36066	0.38217	1.7595	0.28015	0.92028	0.9874
50328-1	MDA-MB-157	TNBC	Basal B	10275-101-1	(Z)-4-Hydroxytamoxifen			ESR1		7878.016	uM	Inf	15.0194	0.7927	0.8386	4.9792	0.016012	0.71139	1.4153
50328-1	MDA-MB-157	TNBC	Basal B	10275-101-1	(Z)-4-Hydroxytamoxifen			ESR1		7882.016	uM	Inf	Inf	0.70868	0.70868	0	0.1209	0.56489	1.0905
50328-1	MDA-MB-157	TNBC	Basal B	10501-999-1	2-deoxyglucose					12632.177	uM	919.1026	1000	-0.056234	-0.11289	2.4132	0.095877	0.98999	0.6753
50328-1	MDA-MB-157	TNBC	Basal B	10237-101-1	5-DFUR			TYMS	TYMS	12594.143	uM	150.1821	217.413	0.13449	-0.07992	0.40082	0.30692	0.94806	1.2787
50328-1	MDA-MB-157	TNBC	Basal B	10238-101-1	5-FU			TYMS	TYMS	7879.017	uM	915.4515	1000	0.023276	-0.036362	0.79469	0.23017	0.99206	1.7754
50328-1	MDA-MB-157	TNBC	Basal B	10239-101-1	AG1024			IGF1R	RTK	7496.066	uM	Inf	Inf	0.95197	0.95197	0	-0.029665	-0.42777	1.1616
50328-1	MDA-MB-157	TNBC	Basal B	10239-101-1	AG1024			IGF1R	RTK	7498.066	uM	Inf	Inf	0.98841	0.98841	0	-0.018086	-0.39468	1.0752
50328-1	MDA-MB-157	TNBC	Basal B	10223-101-2	AG1478			EGFR	ErbB	7878.016	uM	Inf	Inf	0.85259	0.85259	0	0.03841	0.52685	1.4153
50328-1	MDA-MB-157	TNBC	Basal B	10223-101-2	AG1478			EGFR	ErbB	7882.016	uM	11.2998	11.7875	-0.2448	-0.11763	5	0.28087	0.94689	1.0905
50328-1	MDA-MB-157	TNBC	Basal B	10240-101-1	AS-252424			PI3K	PI3K	12594.165	uM	Inf	Inf	1.0438	1.0438	0	-0.01741	-0.22485	1.4798
50328-1	MDA-MB-157	TNBC	Basal B	10133-101-2	Afatinib			EGFR/HER2	ErbB	12594.165	uM	2.5969	3.5461	-0.9272	-0.92494	3.3616	0.40676	0.99882	1.4798
50328-1	MDA-MB-157	TNBC	Basal B	10232-101-2	Dactolisib			PI3K	PI3K	12594.155	uM	0.35404	0.21862	0.45737	0.4551	5	0.22671	0.96134	1.3872
50328-1	MDA-MB-157	TNBC	Basal B	10343-101-1	Baicalein			Lipoxygenase	Metabolism	7496.072	uM	37.2922	50.8381	-0.977	-1	3.5455	0.21652	0.98969	0.8808
50328-1	MDA-MB-157	TNBC	Basal B	10343-101-1	Baicalein			Lipoxygenase	Metabolism	7498.073	uM	64.6812	126.1127	-0.2294	-1	1.6454	0.12323	0.99122	1.1962
50328-1	MDA-MB-157	TNBC	Basal B	10241-101-4	Bortezomib			Proteasome	Proteasome	14841.203	uM	0.0062094	0.011218	-0.9733	-0.97286	1.8265	1.338	0.9989	1.033
50328-1	MDA-MB-157	TNBC	Basal B	10241-101-4	Bortezomib			Proteasome	Proteasome	14841.203	uM	0.0062094	0.011218	-0.9733	-0.97286	1.8265	1.338	0.9989	1.033
50328-1	MDA-MB-157	TNBC	Basal B	10241-101-1	Bortezomib			Proteasome	Proteasome	7495.074	uM	0.034041	0.053337	-0.98871	-0.97423	2.4079	1.2336	0.99851	1.1729
50328-1	MDA-MB-157	TNBC	Basal B	10241-101-1	Bortezomib			Proteasome	Proteasome	7495.074	uM	0.034041	0.053337	-0.98871	-0.97423	2.4079	1.2336	0.99851	1.1729
50328-1	MDA-MB-157	TNBC	Basal B	10241-101-1	Bortezomib			Proteasome	Proteasome	7496.074	uM	0.056084	0.11046	-0.95133	-0.96476	1.5858	1.1437	0.99608	1.3504
50328-1	MDA-MB-157	TNBC	Basal B	10241-101-1	Bortezomib			Proteasome	Proteasome	7496.074	uM	0.056084	0.11046	-0.95133	-0.96476	1.5858	1.1437	0.99608	1.3504
50328-1	MDA-MB-157	TNBC	Basal B	10241-101-1	Bortezomib			Proteasome	Proteasome	7498.074	uM	0.029394	0.04654	-0.98129	-0.96174	2.3346	1.2452	0.99843	1.0877
50328-1	MDA-MB-157	TNBC	Basal B	10241-101-1	Bortezomib			Proteasome	Proteasome	7498.074	uM	0.029394	0.04654	-0.98129	-0.96174	2.3346	1.2452	0.99843	1.0877
50328-1	MDA-MB-157	TNBC	Basal B	10189-101-2	Bosutinib			Src	nRTK	12594.17	uM	1.3354	1.5846	-0.67669	-0.67635	4.9987	0.3707	0.99787	1.218
50328-1	MDA-MB-157	TNBC	Basal B	10502-101-1	Bromopyruvic acid			Hexokinase II	Metabolism	12632.177	uM	0.049776	0.062	-0.9999	-0.99912	5	0.94098	0.99929	0.6753
50328-1	MDA-MB-157	TNBC	Basal B	10243-999-1	CGC-11047			Polyamine analogue		10093.034	uM	45.6271	523.3256	-0.9855	-1	0.45031	0.49059	0.78337	0.9732
50328-1	MDA-MB-157	TNBC	Basal B	10243-999-1	CGC-11047			Polyamine analogue		7879.018	uM	561.5425	1000	-0.85964	-0.74654	1.583	0.31438	0.79624	1.791
50328-1	MDA-MB-157	TNBC	Basal B	10246-101-1	CPT-11			TOP1	TOP	10093.034	uM	3.0524	11.2961	-0.90777	-1	0.83957	0.31016	0.94331	0.9732
50328-1	MDA-MB-157	TNBC	Basal B	10246-101-1	CPT-11			TOP1	TOP	7879.077	uM	28.4498	47.6904	-0.55245	-1	2.1267	0.14934	0.98179	1.8534
50328-1	MDA-MB-157	TNBC	Basal B	10242-101-1	Carboplatin			DNA cross-linker	DNA cross-linker	10093.021	uM	32.9121	101.3589	-0.99392	-1	0.97669	0.54112	0.9068	0.9172
50328-1	MDA-MB-157	TNBC	Basal B			80078-1	Cetuximab	EGFR	ErbB	7879.018	uM	Inf	Inf	0.99517	0.99517	0	-0.024484	-1.0109	1.791
50328-1	MDA-MB-157	TNBC	Basal B	10505-999-1	Chloroquine					12632.177	uM	1.6705	3.5727	-0.99706	-1	1.4452	0.46101	0.99702	0.6753
50328-1	MDA-MB-157	TNBC	Basal B	10245-101-1	Cisplatin			DNA cross-linker	DNA cross-linker	10093.021	uM	0.91384	16.2785	-0.98376	-1	0.38147	0.58224	0.68019	0.9172
50328-1	MDA-MB-157	TNBC	Basal B	10245-101-1	Cisplatin			DNA cross-linker	DNA cross-linker	7879.017	uM	19.3647	39.1225	-0.89538	-1	1.5622	0.31318	0.98955	1.7754
50328-1	MDA-MB-157	TNBC	Basal B	10506-110-1	Dichloroacetate			PDK	PDK	12632.176	uM	Inf	Inf	0.85317	0.85317	0	0.032891	0.030144	0.8098
50328-1	MDA-MB-157	TNBC	Basal B	10507-999-1	Disulfiram			Proteasome	Proteasome	12632.174	uM	0.063978	0.29356	-0.99056	-0.87547	0.66421	0.76785	0.90969	0.8563
50328-1	MDA-MB-157	TNBC	Basal B	10247-101-1	Docetaxel			TUBB	TUBB	10093.002	uM	0.0022086	0.0026463	-0.78738	-0.73451	4.9987	1.1147	0.99509	0.9296
50328-1	MDA-MB-157	TNBC	Basal B	10248-101-1	Doxorubicin			TOP2	TOP	10093.034	uM	0.0058835	0.065543	-0.99942	-1	0.45575	1.1551	0.88789	0.9732
50328-1	MDA-MB-157	TNBC	Basal B	10248-101-1	Doxorubicin			TOP2	TOP	7879.077	uM	0.39484	0.83175	-0.90465	-0.84972	1.3328	0.68769	0.99167	1.8534
50328-1	MDA-MB-157	TNBC	Basal B	10249-999-1	Epirubicin			TOP2	TOP	7879.017	uM	0.38116	0.4173	-0.79092	-0.28652	5	0.67606	0.61288	1.7754
50328-1	MDA-MB-157	TNBC	Basal B	10097-102-3	Erlotinib			EGFR	ErbB	7496.092	uM	Inf	9.4407	0.56334	0.56232	4.7987	0.029096	0.9641	0.9861
50328-1	MDA-MB-157	TNBC	Basal B	10097-102-3	Erlotinib			EGFR	ErbB	7498.091	uM	Inf	27.153	0.71307	0.70286	3.6973	-0.013719	0.85446	1.1445
50328-1	MDA-MB-157	TNBC	Basal B	10250-101-1	Etoposide			TOP2	TOP	7495.074	uM	1.0421	7.7157	-0.81094	-1	0.54876	0.64664	0.92493	1.1729
50328-1	MDA-MB-157	TNBC	Basal B	10250-101-1	Etoposide			TOP2	TOP	7496.074	uM	0.86659	8.4742	-0.71562	-1	0.4818	0.6452	0.96457	1.3504
50328-1	MDA-MB-157	TNBC	Basal B	10250-101-1	Etoposide			TOP2	TOP	7498.074	uM	1.2732	6.9497	-0.79774	-1	0.64731	0.63736	0.95263	1.0877
50328-1	MDA-MB-157	TNBC	Basal B	10235-101-2	Everolimus			MTOR	MTOR	12594.164	uM	Inf	34.9591	0.57219	0.27435	0.17765	0.20391	0.87942	1.2567
50328-1	MDA-MB-157	TNBC	Basal B	10110-101-1	FR180204			ERK1/2	MAPK	12594.166	uM	Inf	Inf	0.89256	0.89256	0	0.02504	0.55951	1.0936
50328-1	MDA-MB-157	TNBC	Basal B	10508-101-1	FTase Inhibitor I			Ftase	MAPK	12594.167	uM	Inf	Inf	1.0079	1.0079	0	0.0098612	-6.891e-08	1.4099
50328-1	MDA-MB-157	TNBC	Basal B	10251-112-1	Fascaplysin			CDK4	CDK	7496.085	uM	0.19685	0.33824	-0.98683	-1	2.0295	0.79365	0.98058	1.0748
50328-1	MDA-MB-157	TNBC	Basal B	10251-112-1	Fascaplysin			CDK4	CDK	7498.084	uM	0.29851	0.39124	-0.98667	-0.97531	3.9996	0.69148	0.99515	1.1749
50328-1	MDA-MB-157	TNBC	Basal B	10509-101-1	GM6001			MMP	MMP	7496.096	uM	Inf	Inf	0.8444	0.8444	0	0.10194	-0.091092	1.0771
50328-1	MDA-MB-157	TNBC	Basal B	10062-101-3	GSK1070916			AURK	AURK	10093.001	uM	0.010466	0.01215	-0.99918	-0.55405	5	1.041	0.65368	0.5759
50328-1	MDA-MB-157	TNBC	Basal B	10062-101-3	GSK1070916			AURK	AURK	7879.001	uM	3.4877	8.2453	-0.8022	-1	1.2769	0.35312	0.86543	1.8589
50328-1	MDA-MB-157	TNBC	Basal B	10255-101-1	GSK1838705A			IGF1R	RTK	7495.098	uM	4.1957	13.5205	-0.94273	-1	0.93887	0.3991	0.71747	0.5841
50328-1	MDA-MB-157	TNBC	Basal B	10255-101-1	GSK1838705A			IGF1R	RTK	7496.092	uM	7.6454	15.3129	-0.82426	-1	1.5817	0.26365	0.99544	0.9861
50328-1	MDA-MB-157	TNBC	Basal B	10255-101-1	GSK1838705A			IGF1R	RTK	7496.098	uM	3.5421	3.971	-0.79111	-0.38547	5	0.32344	0.88573	0.9037
50328-1	MDA-MB-157	TNBC	Basal B	10255-101-1	GSK1838705A			IGF1R	RTK	7498.091	uM	7.1707	8.6461	-0.79737	-0.77428	5	0.35668	0.99416	1.1445
50328-1	MDA-MB-157	TNBC	Basal B	10255-101-1	GSK1838705A			IGF1R	RTK	7498.098	uM	9.9725	20.7257	-0.76074	-1	1.5018	0.26472	0.97232	1.1057
50328-1	MDA-MB-157	TNBC	Basal B	10146-101-2	Omipalisib			PI3K	PI3K	7496.087	uM	0.39866	0.55923	-0.13263	-0.16727	0.85268	0.3733	0.99899	1.0123
