,unique.cellid,CGP.cellid,CCLE.cellid,GSK.cellid,NCI60.cellid,GRAY.cellid,GNE.cellid,CTRP.cellid,CGP_EMTAB3610.cellid,CCLE_rnaseq.cellid,GDSC.SNP.cellid,Ben_Neel.cellid,CTRPv2.cellid,gCSI.cellid,GDSC1000.cellid,CGP.tissueid,CCLE.tissueid,GSK.tissueid,NCI60.tissueid,GRAY.tissueid,GNE.tissueid,CTRP.tissueid,CGP_EMTAB3610.tissueid,CCLE_rnaseq.tissueid,GDSC.SNP.tissueid,Cescon.cellid,Ben_Neel.tissueid,COSMIC.tissueid,unique.tissueid,CTRPv2.tissueid,gCSI.tissueid,GDSC1000.tissueid,Cleveland.cellid,Cleveland.tissueid
860,GOS-3,NA,GOS-3,NA,NA,NA,NA,NA,NA,GOS-3,NA,NA,GOS3,GOS-3,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,central_nervous_system,central_nervous_system,NA,NA,GOS3,central_nervous_system
861,GR-M,NA,GR-M,NA,NA,NA,GR-M,NA,NA,NA,NA,NA,NA,GR-M,NA,NA,skin,NA,NA,NA,Skin,NA,NA,NA,NA,NA,NA,NA,skin,NA,NA,NA,NA,NA
862,GRANTA-519,NA,GRANTA-519,NA,NA,NA,GRANTA-519,NA,GRANTA-519,GRANTA-519,GRANTA-519,NA,GRANTA519,GRANTA-519,GRANTA-519,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,Lymph Node,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,Lymphoid,haematopoietic_and_lymphoid_tissue,NA,NA
863,GSS,NA,GSS,NA,NA,NA,NA,NA,NA,GSS,NA,NA,GSS,NA,NA,NA,stomach,NA,NA,NA,NA,NA,NA,stomach,NA,NA,NA,NA,stomach,stomach,NA,NA,NA,NA
864,GSU,NA,GSU,NA,NA,NA,NA,NA,NA,GSU,NA,NA,GSU,NA,NA,NA,stomach,NA,NA,NA,NA,NA,NA,stomach,NA,NA,NA,NA,stomach,stomach,NA,NA,NA,NA
865,HARA,NA,HARA,NA,NA,NA,NA,HARA,HARA,HARA,HARA,NA,HARA,NA,HARA,NA,lung,NA,NA,NA,NA,LUNG,Lung,breast,NA,NA,NA,breast,breast,lung,NA,breast,HARA,lung
866,HCC-1171,NA,HCC-1171,NA,NA,NA,HCC1171,NA,NA,HCC-1171,NA,NA,HCC1171,HCC1171,NA,NA,lung,NA,NA,NA,Lung,NA,NA,lung,NA,NA,NA,NA,lung,lung,NA,NA,HCC1171,lung
867,HCC-1195,NA,HCC-1195,NA,NA,NA,NA,HCC1195,NA,HCC-1195,NA,NA,HCC1195,NA,NA,NA,lung,NA,NA,NA,NA,LUNG,NA,lung,NA,NA,NA,NA,lung,lung,NA,NA,HCC1195,lung
868,HCC-1359,NA,HCC-1359,NA,NA,NA,HCC1359,HCC1359,NA,HCC-1359,NA,NA,NA,HCC-1359,NA,NA,lung,NA,NA,NA,Lung,LUNG,NA,lung,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA
869,HCC-1438,NA,HCC-1438,NA,NA,NA,NA,NA,NA,HCC-1438,NA,NA,HCC1438,NA,NA,NA,lung,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,lung,lung,NA,NA,HCC1438,lung
870,HCC-15,NA,HCC-15,NA,NA,NA,HCC-15,HCC15,HCC-15,HCC-15,HCC-15,NA,HCC15,HCC-15,HCC-15,NA,lung,NA,NA,NA,Lung,LUNG,Lung,lung,NA,NA,NA,NA,lung,lung,Lung,lung,HCC15,lung
871,HCC-1588,NA,HCC-1588,NA,NA,NA,NA,NA,NA,HCC-1588,NA,NA,HCC1588,NA,NA,NA,lung,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,lung,lung,NA,NA,HCC1588,lung
872,HCC-1833,NA,HCC-1833,NA,NA,NA,NA,HCC1833,NA,HCC-1833,NA,NA,HCC1833,NA,NA,NA,lung,NA,NA,NA,NA,LUNG,NA,lung,NA,NA,NA,NA,lung,lung,NA,NA,HCC1833,lung
873,HCC-1897,NA,HCC-1897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA
874,HCC-2108,NA,HCC-2108,NA,NA,NA,NA,HCC2108,NA,HCC-2108,NA,NA,HCC2108,NA,NA,NA,lung,NA,NA,NA,NA,LUNG,NA,lung,NA,NA,NA,NA,lung,lung,NA,NA,HCC2108,lung
875,HCC-2279,NA,HCC-2279,NA,NA,NA,HCC2279,NA,NA,HCC-2279,NA,NA,HCC2279,HCC2279,NA,NA,lung,NA,NA,NA,Lung,NA,NA,lung,NA,NA,NA,NA,lung,lung,NA,NA,HCC2279,lung
876,HCC-2814,NA,HCC-2814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA
877,HCC-33,NA,HCC-33,NA,NA,NA,HCC33,HCC33,NA,HCC-33,HCC-33,NA,HCC33,HCC33,HCC-33,NA,lung,NA,NA,NA,Lung,LUNG,NA,lung,NA,NA,NA,NA,lung,lung,NA,lung,NA,NA
878,HCC-366,NA,HCC-366,NA,NA,NA,HCC366,NA,HCC-366,HCC-366,HCC-366,NA,HCC366,HCC366,HCC-366,NA,lung,NA,NA,NA,Lung,NA,Lung,lung,NA,NA,NA,NA,lung,lung,NA,lung,HCC366,lung
879,HCC-44,NA,HCC-44,NA,NA,NA,HCC44,HCC44,HCC-44,HCC-44,HCC-44,NA,HCC44,HCC44,HCC-44,NA,lung,NA,NA,NA,Lung,LUNG,Lung,lung,NA,NA,NA,lung,lung,lung,Lung,lung,HCC44,lung
880,HCC-56,NA,HCC-56,NA,NA,NA,NA,NA,HCC-56,HCC-56,HCC-56,NA,HCC56,NA,HCC-56,NA,large_intestine,NA,NA,NA,NA,NA,Intestine,large_intestine,NA,NA,NA,large_intestine,large_intestine,large_intestine,NA,large_intestine,HCC56,large_intestine
881,HCC-78,NA,HCC-78,NA,NA,NA,HCC78,HCC78,HCC-78,HCC-78,HCC-78,NA,HCC78,HCC78,HCC-78,NA,lung,NA,NA,NA,Lung,LUNG,Lung:NSCLC,lung,NA,NA,NA,NA,lung,lung,Lung,lung,HCC78,lung
882,HCC-827-GR5,NA,HCC-827-GR5,NA,NA,NA,NA,NA,NA,HCC-827-GR5,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA
883,HCC-95,NA,HCC-95,NA,NA,NA,NA,NA,NA,HCC-95,NA,NA,HCC95,HCC95,NA,NA,lung,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,lung,lung,NA,NA,HCC95,lung
884,HCC1428,NA,HCC1428,NA,NA,HCC1428,HCC1428,NA,HCC1428,HCC1428,HCC1428,hcc1428,HCC1428,HCC1428,HCC1428,NA,breast,NA,NA,breast,Breast,NA,Breast,breast,NA,NA,breast,breast,breast,breast,NA,breast,HCC1428,breast
885,HCC1500,NA,HCC1500,NA,NA,HCC1500,HCC1500,NA,HCC1500,HCC1500,HCC1500,hcc1500,HCC1500,HCC1500,HCC1500,NA,breast,NA,NA,breast,Breast,NA,Breast,breast,NA,NA,breast,breast,breast,breast,NA,breast,NA,NA
886,HCC202,NA,HCC202,NA,NA,HCC202,HCC202,NA,HCC202,HCC202,HCC202,hcc202,HCC202,HCC202,HCC202,NA,breast,NA,NA,breast,Breast,NA,Breast,breast,NA,HCC202,breast,breast,breast,breast,NA,breast,HCC202,breast
887,HCC2935,NA,HCC2935,NA,NA,NA,HCC2935,HCC2935,NA,HCC2935,NA,NA,HCC2935,HCC2935,NA,NA,lung,NA,NA,NA,Lung,LUNG,NA,lung,NA,NA,NA,lung,lung,lung,NA,NA,HCC2935,lung
888,HCC364,NA,HCC364,NA,NA,NA,HCC364,NA,NA,NA,NA,NA,NA,HCC364,NA,NA,lung,NA,NA,NA,Lung,NA,NA,NA,NA,NA,NA,lung,lung,NA,NA,NA,NA,NA
889,HCC4006,NA,HCC4006,NA,NA,NA,HCC4006,HCC4006,NA,HCC4006,NA,NA,HCC4006,HCC4006,NA,NA,lung,NA,NA,NA,Lung,LUNG,NA,lung,NA,NA,NA,lung,lung,lung,Lung,NA,HCC4006,lung
890,HCC827,NA,HCC827,NA,NA,NA,HCC827,HCC827,HCC-827,HCC827,HCC-827,NA,HCC827,HCC827,HCC-827,NA,lung,NA,NA,NA,Lung,LUNG,Lung,lung,NA,NA,NA,lung,lung,lung,Lung,lung,HCC827,lung
891,HCT-8,NA,HCT-8,HCT8,NA,NA,HCT-8,HCT8,NA,NA,NA,NA,HCT8,HCT-8,NA,NA,large_intestine,colon,NA,NA,Ileum,LARGE_INTESTINE,NA,NA,NA,NA,NA,large_intestine,large_intestine,large_intestine,NA,NA,NA,NA
892,HDQ-P1,NA,HDQ-P1,NA,NA,HDQP1,NA,NA,HDQ-P1,HDQ-P1,HDQ-P1,hdqp1,HDQP1,HDQ-P1,HDQ-P1,NA,breast,NA,NA,breast,NA,NA,Breast,breast,NA,9-hdqp1///HDQP1,breast,breast,breast,breast,Breast,breast,NA,NA
893,HEC-1-A,NA,HEC-1-A,HEC1A,NA,NA,HEC-1-A,NA,NA,HEC-1-A,NA,NA,HEC1A,HEC-1-A,NA,NA,endometrium,uterus,NA,NA,Uterus,NA,NA,endometrium,NA,NA,NA,endometrium,endometrium,endometrium,Uterus,NA,HEC1A,endometrium
894,HEC-108,NA,HEC-108,NA,NA,NA,NA,HEC108,NA,HEC-108,NA,NA,HEC108,HEC-108,NA,NA,endometrium,NA,NA,NA,NA,ENDOMETRIUM,NA,endometrium,NA,NA,NA,endometrium,endometrium,endometrium,NA,NA,HEC108,endometrium
895,HEC-151,NA,HEC-151,NA,NA,NA,NA,HEC151,NA,HEC-151,NA,NA,HEC151,HEC-151,NA,NA,endometrium,NA,NA,NA,NA,ENDOMETRIUM,NA,endometrium,NA,NA,NA,endometrium,endometrium,endometrium,Uterus,NA,HEC151,endometrium
896,HEC-251,NA,HEC-251,NA,NA,NA,NA,HEC251,NA,HEC-251,NA,NA,HEC251,HEC-251,NA,NA,endometrium,NA,NA,NA,NA,ENDOMETRIUM,NA,endometrium,NA,NA,NA,endometrium,endometrium,endometrium,Uterus,NA,HEC251,endometrium
897,HEC-265,NA,HEC-265,NA,NA,NA,NA,HEC265,NA,HEC-265,NA,NA,HEC265,HEC-265,NA,NA,endometrium,NA,NA,NA,NA,ENDOMETRIUM,NA,endometrium,NA,NA,NA,endometrium,endometrium,endometrium,Uterus,NA,HEC265,endometrium
898,HEC-50B,NA,HEC-50B,NA,NA,NA,NA,NA,NA,HEC-50B,NA,NA,HEC50B,HEC-50B,NA,NA,endometrium,NA,NA,NA,NA,NA,NA,endometrium,NA,NA,NA,endometrium,endometrium,endometrium,NA,NA,HEC50B,endometrium
899,HEC-59,NA,HEC-59,NA,NA,NA,NA,HEC59,NA,HEC-59,NA,NA,HEC59,HEC-59,NA,NA,endometrium,NA,NA,NA,NA,ENDOMETRIUM,NA,endometrium,NA,NA,NA,endometrium,endometrium,endometrium,Uterus,NA,HEC59,endometrium
900,HEC-6,NA,HEC-6,NA,NA,NA,NA,HEC6,NA,HEC-6,NA,NA,HEC6,HEC-6,NA,NA,endometrium,NA,NA,NA,NA,ENDOMETRIUM,NA,endometrium,NA,NA,NA,endometrium,endometrium,endometrium,Uterus,NA,HEC6,endometrium
901,HEK TE,NA,HEK TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,NA
902,HEL 92.1.7,NA,HEL 92.1.7,HEL9217,NA,NA,NA,NA,NA,HEL_92.1.7,NA,NA,HEL9217,NA,NA,NA,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA
903,Hep 3B2.1-7,NA,Hep 3B2.1-7,HEP3B,NA,NA,NA,NA,Hep3B2-1-7,Hep_3B2.1-7,Hep_3B2_1-7,NA,HEP3B217,Hep 3B2.1-7,Hep 3B2_1-7,NA,liver,liver,NA,NA,NA,NA,Liver,liver,NA,NA,NA,NA,liver,liver,Liver,liver,HEP3B217,liver
904,Hep G2,NA,Hep G2,HEPG2,NA,NA,Hep G2,HEPG2,NA,Hep_G2,NA,NA,HEPG2,Hep G2,NA,NA,liver,liver,NA,NA,Liver,LIVER,NA,liver,NA,NA,NA,NA,liver,liver,Liver,NA,HEPG2,liver
905,Hey-A8,NA,Hey-A8,NA,NA,NA,NA,HEYA8,NA,Hey-A8,NA,NA,HEYA8,NA,NA,NA,ovary,NA,NA,NA,NA,OVARY,NA,ovary,NA,NA,NA,ovary,ovary,ovary,NA,NA,HEYA8,ovary
906,HK-2,NA,HK-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,NA
907,HLC-1,NA,HLC-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,lung,NA,NA,NA,NA,NA
908,HLF,NA,HLF,NA,NA,NA,NA,NA,NA,HLF,NA,NA,HLF,HLF,NA,NA,liver,NA,NA,NA,NA,NA,NA,liver,NA,NA,NA,liver,liver,liver,Liver,NA,HLF,liver
909,HLF-a,NA,HLF-a,NA,NA,NA,NA,NA,NA,HLF-a,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA
910,HMC-1-8,NA,HMC-1-8,NA,NA,NA,NA,NA,NA,HMC-1-8,NA,NA,HMC18,NA,NA,NA,breast,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,breast,breast,NA,NA,HMC18,breast
911,HMCB,NA,HMCB,HMCB,NA,NA,NA,NA,NA,HMCB,NA,NA,HMCB,NA,NA,NA,skin,skin,NA,NA,NA,NA,NA,skin,NA,NA,NA,skin,skin,skin,NA,NA,HMCB,skin
912,HMEL,NA,HMEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA
913,HPAC,NA,HPAC,HPAC,NA,NA,HPAC,HPAC,HPAC,HPAC,HPAC,NA,HPAC,HPAC,HPAC,NA,pancreas,pancreas,NA,NA,Pancreas,PANCREAS,Pancreas,pancreas,NA,NA,NA,pancreas,pancreas,pancreas,Pancreas,pancreas,NA,NA
914,HPB-ALL,NA,HPB-ALL,NA,NA,NA,NA,NA,NA,HPB-ALL,NA,NA,HPBALL,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA
915,HRT-18,NA,HRT-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,large_intestine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,large_intestine,large_intestine,NA,NA,NA,NA,NA
916,Hs 172.T,NA,Hs 172.T,NA,NA,NA,NA,NA,NA,Hs_172.T,NA,NA,NA,NA,NA,NA,urinary_tract,NA,NA,NA,NA,NA,NA,urinary_tract,NA,NA,NA,NA,urinary_tract,NA,NA,NA,NA,NA
917,Hs 229.T,NA,Hs 229.T,NA,NA,NA,NA,NA,NA,Hs_229.T,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA
918,Hs 255.T,NA,Hs 255.T,NA,NA,NA,Hs 255.T,NA,NA,Hs_255.T,NA,NA,NA,Hs 255.T,NA,NA,large_intestine,NA,NA,NA,Colon,NA,NA,large_intestine,NA,NA,NA,NA,large_intestine,NA,NA,NA,NA,NA
919,Hs 274.T,NA,Hs 274.T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA
920,Hs 281.T,NA,Hs 281.T,NA,NA,NA,NA,NA,NA,Hs_281.T,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA
921,Hs 294T,NA,Hs 294T,NA,NA,NA,Hs 294T,NA,NA,Hs_294T,NA,NA,HS294T,Hs 294T,NA,NA,skin,NA,NA,NA,Skin,NA,NA,skin,NA,NA,NA,NA,skin,skin,Skin,NA,HS294T,skin
922,Hs 343.T,NA,Hs 343.T,NA,NA,NA,NA,NA,NA,Hs_343.T,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA
923,Hs 571.T,NA,Hs 571.T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ovary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ovary,NA,NA,NA,NA,NA
924,Hs 600.T,NA,Hs 600.T,NA,NA,NA,NA,NA,NA,Hs_600.T,NA,NA,NA,NA,NA,NA,skin,NA,NA,NA,NA,NA,NA,skin,NA,NA,NA,NA,skin,NA,NA,NA,NA,NA
925,Hs 604.T,NA,Hs 604.T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA
926,Hs 606.T,NA,Hs 606.T,NA,NA,NA,NA,NA,NA,Hs_606.T,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA
927,Hs 611.T,NA,Hs 611.T,NA,NA,NA,NA,NA,NA,Hs_611.T,NA,NA,HS611T,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA
928,Hs 616.T,NA,Hs 616.T,NA,NA,NA,NA,NA,NA,Hs_616.T,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA
929,Hs 618.T,NA,Hs 618.T,NA,NA,NA,NA,NA,NA,Hs_618.T,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA
930,Hs 675.T,NA,Hs 675.T,NA,NA,NA,Hs 675.T,NA,NA,Hs_675.T,NA,NA,NA,Hs 675.T,NA,NA,large_intestine,NA,NA,NA,Colon,NA,NA,large_intestine,NA,NA,NA,NA,large_intestine,NA,NA,NA,NA,NA
931,Hs 683,NA,Hs 683,NA,NA,NA,Hs 683,NA,Hs-683,Hs_683,NA,NA,HS683,Hs 683,Hs683,NA,central_nervous_system,NA,NA,NA,Brain,NA,Brain,central_nervous_system,NA,NA,NA,NA,central_nervous_system,central_nervous_system,Brain,central_nervous_system,HS683,central_nervous_system
932,Hs 688(A).T,NA,Hs 688(A).T,NA,NA,NA,NA,NA,NA,Hs_688_A_.T,NA,NA,HS688AT,NA,NA,NA,skin,NA,NA,NA,NA,NA,NA,skin,NA,NA,NA,NA,skin,skin,NA,NA,NA,NA
933,Hs 695T,NA,Hs 695T,NA,NA,NA,Hs 695T,NA,NA,Hs_695T,NA,NA,NA,Hs 695T,NA,NA,skin,NA,NA,NA,Skin,NA,NA,skin,NA,NA,NA,NA,skin,NA,Skin,NA,NA,NA
934,Hs 698.T,NA,Hs 698.T,NA,NA,NA,NA,NA,NA,Hs_698.T,NA,NA,NA,NA,NA,NA,large_intestine,NA,NA,NA,NA,NA,NA,large_intestine,NA,NA,NA,NA,large_intestine,NA,NA,NA,NA,NA
935,Hs 706.T,NA,Hs 706.T,NA,NA,NA,NA,NA,NA,Hs_706.T,NA,NA,NA,NA,NA,NA,bone,NA,NA,NA,NA,NA,NA,bone,NA,NA,NA,NA,bone,NA,NA,NA,NA,NA
936,Hs 729,NA,Hs 729,NA,NA,NA,NA,NA,NA,Hs_729,NA,NA,HS729,NA,NA,NA,soft_tissue,NA,NA,NA,NA,NA,NA,soft_tissue,NA,NA,NA,NA,soft_tissue,soft_tissue,NA,NA,HS729,soft_tissue
937,Hs 737.T,NA,Hs 737.T,NA,NA,NA,NA,NA,NA,Hs_737.T,NA,NA,NA,NA,NA,NA,bone,NA,NA,NA,NA,NA,NA,bone,NA,NA,NA,NA,bone,NA,NA,NA,NA,NA
938,Hs 739.T,NA,Hs 739.T,NA,NA,NA,NA,NA,NA,Hs_739.T,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA
939,Hs 742.T,NA,Hs 742.T,NA,NA,NA,NA,NA,NA,Hs_742.T,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA
940,Hs 746T,NA,Hs 746T,HS746T,NA,NA,Hs 746T,NA,Hs746T,Hs_746T,Hs746T,NA,HS746T,Hs 746T,Hs746T,NA,stomach,stomach,NA,NA,Stomach,NA,Stomach,stomach,NA,NA,NA,NA,stomach,stomach,Stomach,stomach,HS746T,stomach
941,Hs 751.T,NA,Hs 751.T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA
942,Hs 766T,NA,Hs 766T,NA,NA,NA,Hs 766T,NA,Hs-766T,Hs_766T,Hs766T,NA,HS766T,Hs 766T,Hs766T,NA,pancreas,NA,NA,NA,Pancreas,NA,Pancreas,pancreas,NA,NA,NA,NA,pancreas,pancreas,Pancreas,pancreas,HS766T,pancreas
943,Hs 819.T,NA,Hs 819.T,NA,NA,NA,NA,NA,NA,Hs_819.T,NA,NA,NA,NA,NA,NA,bone,NA,NA,NA,NA,NA,NA,bone,NA,NA,NA,NA,bone,NA,NA,NA,HS819T,bone
944,Hs 821.T,NA,Hs 821.T,NA,NA,NA,NA,NA,NA,Hs_821.T,NA,NA,NA,NA,NA,NA,bone,NA,NA,NA,NA,NA,NA,bone,NA,NA,NA,NA,bone,NA,NA,NA,NA,NA
945,Hs 822.T,NA,Hs 822.T,NA,NA,NA,NA,NA,NA,Hs_822.T,NA,NA,HS822T,NA,NA,NA,bone,NA,NA,NA,NA,NA,NA,bone,NA,NA,NA,NA,bone,bone,NA,NA,NA,NA
946,Hs 834.T,NA,Hs 834.T,NA,NA,NA,NA,NA,NA,Hs_834.T,NA,NA,NA,NA,NA,NA,skin,NA,NA,NA,NA,NA,NA,skin,NA,NA,NA,NA,skin,NA,NA,NA,NA,NA
947,Hs 839.T,NA,Hs 839.T,NA,NA,NA,Hs 839.T,NA,NA,Hs_839.T,NA,NA,HS839T,Hs 839.T,NA,NA,skin,NA,NA,NA,Skin,NA,NA,skin,NA,NA,NA,NA,skin,skin,NA,NA,HS839T,skin
948,Hs 840.T,NA,Hs 840.T,NA,NA,NA,NA,NA,NA,Hs_840.T,NA,NA,NA,NA,NA,NA,upper_aerodigestive_tract,NA,NA,NA,NA,NA,NA,upper_aerodigestive_tract,NA,NA,NA,NA,upper_aerodigestive_tract,NA,NA,NA,NA,NA
949,Hs 852.T,NA,Hs 852.T,NA,NA,NA,Hs 852.T,HS852T,NA,Hs_852.T,NA,NA,HS852T,Hs 852.T,NA,NA,skin,NA,NA,NA,Skin,SKIN,NA,skin,NA,NA,NA,NA,skin,skin,Skin,NA,NA,NA
950,Hs 863.T,NA,Hs 863.T,NA,NA,NA,NA,NA,NA,Hs_863.T,NA,NA,NA,NA,NA,NA,bone,NA,NA,NA,NA,NA,NA,bone,NA,NA,NA,NA,bone,NA,NA,NA,NA,NA
951,Hs 870.T,NA,Hs 870.T,NA,NA,NA,NA,NA,NA,Hs_870.T,NA,NA,NA,NA,NA,NA,bone,NA,NA,NA,NA,NA,NA,bone,NA,NA,NA,NA,bone,NA,NA,NA,NA,NA
952,Hs 888.T,NA,Hs 888.T,NA,NA,NA,NA,NA,NA,Hs_888.T,NA,NA,HS888T,NA,NA,NA,bone,NA,NA,NA,NA,NA,NA,bone,NA,NA,NA,NA,bone,bone,NA,NA,HS888T,bone
953,Hs 895.T,NA,Hs 895.T,NA,NA,NA,Hs 895.T,NA,NA,Hs_895.T,NA,NA,HS895T,Hs 895.T,NA,NA,skin,NA,NA,NA,Skin,NA,NA,skin,NA,NA,NA,NA,skin,skin,NA,NA,HS895T,skin
954,Hs 934.T,NA,Hs 934.T,NA,NA,NA,NA,NA,NA,Hs_934.T,NA,NA,HS934T,NA,NA,NA,skin,NA,NA,NA,NA,NA,NA,skin,NA,NA,NA,NA,skin,skin,NA,NA,HS934T,skin
955,Hs 936.T,NA,Hs 936.T,NA,NA,NA,Hs 936.T,HS936T,NA,Hs_936.T,NA,NA,HS936T,Hs 936.T,NA,NA,skin,NA,NA,NA,Skin,SKIN,NA,skin,NA,NA,NA,NA,skin,skin,NA,NA,NA,NA
956,Hs 939.T,NA,Hs 939.T,NA,NA,NA,NA,NA,NA,Hs_939.T,Hs939-T,NA,NA,NA,Hs939-T,NA,skin,NA,NA,NA,NA,NA,NA,skin,NA,NA,NA,NA,skin,NA,NA,skin,NA,NA
957,Hs 940.T,NA,Hs 940.T,NA,NA,NA,Hs 940.T,NA,Hs-940-T,Hs_940.T,Hs940-T,NA,HS940T,Hs 940.T,Hs940-T,NA,skin,NA,NA,NA,Skin,NA,Skin,skin,NA,NA,NA,NA,skin,skin,NA,skin,NA,NA
958,Hs 944.T,NA,Hs 944.T,NA,NA,NA,NA,HS944T,Hs-944-T,Hs_944.T,NA,NA,HS944T,NA,NA,NA,skin,NA,NA,NA,NA,SKIN,Skin,skin,NA,NA,NA,NA,skin,skin,NA,skin,HS944T,skin
959,HT-115,NA,HT115,NA,NA,NA,HT-115,HT115,HT-115,HT115,HT-115,NA,HT115,HT-115,HT-115,NA,large_intestine,NA,NA,NA,Colon,LARGE_INTESTINE,Intestine,large_intestine,NA,NA,NA,NA,large_intestine,large_intestine,NA,large_intestine,HT115,large_intestine
960,HTK-,NA,HTK-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA
